WP_000127359.1	STM_v1_0.STM0483	96.2	183	7	0	1	183	1	183	8.1e-97	350.1
WP_000127359.1	iML1515.b0469	95.6	183	8	0	1	183	1	183	1.8e-96	349.0
WP_000127359.1	iSbBS512_1146.SbBS512_E0401	95.6	183	8	0	1	183	1	183	1.8e-96	349.0
WP_000127359.1	iSDY_1059.SDY_0450	95.6	183	8	0	1	183	1	183	1.8e-96	349.0
WP_000127359.1	iSF_1195.SF0414	95.6	183	8	0	1	183	1	183	1.8e-96	349.0
WP_000127359.1	iSSON_1240.SSON_0456	95.6	183	8	0	1	183	1	183	1.8e-96	349.0
WP_000127359.1	iYL1228.KPN_00451	94.0	183	11	0	1	183	1	183	3.8e-94	341.3
WP_000429386.1	iML1515.b3737	100.0	79	0	0	1	79	1	79	5.0e-35	143.7
WP_000429386.1	iYL1228.KPN_04142	100.0	79	0	0	1	79	1	79	5.0e-35	143.7
WP_000429386.1	STM_v1_0.STM3870	100.0	79	0	0	1	79	1	79	5.0e-35	143.7
WP_000429386.1	iSbBS512_1146.SbBS512_E4184	100.0	79	0	0	1	79	1	79	5.0e-35	143.7
WP_000429386.1	iSDY_1059.SDY_4011	100.0	79	0	0	1	79	1	79	5.0e-35	143.7
WP_000429386.1	iSF_1195.SF3817	100.0	79	0	0	1	79	1	79	5.0e-35	143.7
WP_000429386.1	iSSON_1240.SSON_3882	100.0	79	0	0	1	79	1	79	5.0e-35	143.7
WP_000429386.1	iPC815.YPO4126	100.0	79	0	0	1	79	1	79	5.0e-35	143.7
WP_000487600.1	iML1515.b2415	100.0	85	0	0	1	85	1	85	2.5e-40	161.4
WP_000487600.1	STM_v1_0.STM2431	100.0	85	0	0	1	85	1	85	2.5e-40	161.4
WP_000487600.1	iSbBS512_1146.SbBS512_E2765	100.0	85	0	0	1	85	1	85	2.5e-40	161.4
WP_000487600.1	iSDY_1059.SDY_2612	100.0	85	0	0	1	85	1	85	2.5e-40	161.4
WP_000487600.1	iSF_1195.SF2470	100.0	85	0	0	1	85	1	85	2.5e-40	161.4
WP_000487600.1	iSSON_1240.SSON_2504	100.0	85	0	0	1	85	1	85	2.5e-40	161.4
WP_000487600.1	iYL1228.KPN_02762	98.8	85	1	0	1	85	1	85	4.2e-40	160.6
WP_000487600.1	iPC815.YPO2993	97.6	85	2	0	1	85	1	85	2.1e-39	158.3
WP_000763862.1	iAF987.Gmet_1914	33.3	120	77	2	7	126	3	119	1.7e-11	66.2
WP_000913396.1	STM_v1_0.STM0659	23.3	352	212	12	13	328	8	337	2.1e-08	57.4
WP_001082307.1	STM_v1_0.STM1377	100.0	78	0	0	1	78	1	78	5.0e-19	90.5
