WP_003097235.1	iJN1463.PP_5418	100.0	85	0	0	1	85	1	85	4.0e-38	154.1
WP_003243383.1	iJN1463.PP_0380	100.0	23	0	0	1	23	1	23	8.9e-09	54.7
WP_003247410.1	iJN1463.PP_0722	100.0	313	0	0	1	313	1	313	6.3e-174	607.1
WP_003249017.1	iIT341.HP1228	39.9	148	76	6	7	148	6	146	5.4e-20	94.7
WP_003249204.1	iJN1463.PP_5054	100.0	84	0	0	1	84	1	84	1.6e-44	175.3
WP_003249935.1	iJN1463.PP_4724	99.7	378	1	0	1	378	1	378	2.2e-221	765.0
WP_003250040.1	iJN1463.PP_4679	100.0	163	0	0	1	163	1	163	3.9e-82	301.2
WP_003250109.1	iJN1463.PP_2226	98.9	92	1	0	1	92	1	92	9.3e-41	162.9
WP_003250128.1	iJN1463.PP_2229	100.0	114	0	0	1	114	1	114	3.9e-57	217.6
WP_003251442.1	iJN1463.PP_4126	100.0	182	0	0	1	182	1	182	1.2e-92	336.3
WP_003251799.1	iJN1463.PP_1303	100.0	305	0	0	1	305	1	305	3.5e-177	617.8
WP_003252314.1	iJN1463.PP_1602	100.0	146	0	0	1	146	18	163	1.2e-82	302.8
WP_003253191.1	iJN1463.PP_5416	100.0	178	0	0	1	178	1	178	2.2e-91	332.0
WP_003253304.1	iJN1463.PP_5336	100.0	163	0	0	1	163	1	163	3.4e-86	314.7
WP_003253341.1	iAF987.Gmet_1706	39.3	117	69	1	6	122	3	117	1.5e-18	90.5
WP_003253341.1	iAF987.Gmet_0069	34.6	127	81	2	4	128	3	129	2.7e-17	86.3
WP_003253535.1	iYO844.BSU22070	75.3	190	47	0	1	190	1	190	4.1e-75	278.1
WP_003253661.1	iMM904.YBL099W	21.8	229	151	6	160	366	188	410	3.7e-04	43.5
WP_003254347.1	iJN1463.PP_4299	99.0	297	3	0	1	297	1	297	4.3e-164	574.3
WP_003254532.1	iJN1463.PP_4491	100.0	118	0	0	1	118	1	118	1.5e-67	252.3
WP_003254879.1	iJN1463.PP_1137	100.0	233	0	0	1	233	1	233	6.6e-128	453.8
WP_003255163.1	iSbBS512_1146.SbBS512_E0599	25.5	345	211	13	13	326	8	337	7.8e-08	55.5
WP_003255163.1	iML1515.b0650	25.5	345	211	13	13	326	8	337	1.3e-07	54.7
WP_003255163.1	STM_v1_0.STM0659	22.1	344	224	8	13	326	8	337	1.3e-07	54.7
WP_003255163.1	iSSON_1240.SSON_0604	25.2	345	212	13	13	326	8	337	1.7e-07	54.3
WP_003255215.1	iAF987.Gmet_1706	37.8	119	71	2	1	118	1	117	2.8e-14	76.3
WP_003255215.1	iAF987.Gmet_2999	37.7	122	73	2	3	121	10	131	1.1e-13	74.3
WP_003255215.1	iAF987.Gmet_1914	34.0	103	67	1	2	104	3	104	2.0e-12	70.1
WP_003255215.1	iAF987.Gmet_0069	35.6	90	57	1	30	118	34	123	2.6e-12	69.7
WP_003255518.1	iML1515.b1103	48.6	107	54	1	2	107	4	110	9.3e-27	116.7
WP_003255680.1	iJN1463.PP_0323	100.0	416	0	0	1	416	1	416	2.7e-249	857.8
WP_003256111.1	iJN1463.PP_3714	99.0	96	1	0	1	96	1	96	5.5e-52	200.3
WP_003256966.1	iCN718.ABAYE_RS15920	54.9	102	34	1	10	99	2	103	7.8e-20	93.6
WP_003256966.1	iSynCJ816.SGL_RS06815	52.4	82	39	0	15	96	449	530	3.6e-17	84.7
WP_003257116.1	iJN1463.PP_1082	47.7	155	79	2	1	154	1	154	1.0e-31	133.7
WP_003257116.1	iML1515.b3336	43.9	155	85	2	1	154	1	154	1.8e-28	122.9
WP_003258014.1	iJN1463.PP_1082	98.7	157	2	0	1	157	1	157	1.5e-86	315.8
WP_003260000.1	iAM_Pb448.PBANKA_080930	40.1	162	94	1	4	162	60	221	2.3e-29	125.9
WP_003260000.1	iAM_Pf480.PF3D7_0907900	40.1	162	94	2	4	162	65	226	3.9e-29	125.2
WP_003260000.1	iAM_Pc455.PCYB_071570	40.6	165	95	1	4	165	65	229	6.7e-29	124.4
WP_003260000.1	iAM_Pv461.PVX_098840	41.2	160	91	1	4	160	10	169	6.7e-29	124.4
WP_003260000.1	iYO844.BSU15720	42.0	150	85	2	1	150	1	148	4.3e-28	121.7
