WP_002811889.1	iAF987.Gmet_0069	37.9	124	74	2	11	131	5	128	7.0e-16	81.6
WP_002811889.1	iAF987.Gmet_1706	35.9	117	72	2	11	126	3	117	2.0e-15	80.1
WP_004151115.1	iJN1463.PP_1082	43.2	155	86	2	1	154	1	154	4.3e-25	111.7
WP_004151115.1	iML1515.b3336	41.5	159	91	2	1	158	1	158	1.6e-24	109.8
WP_004151998.1	iJN1463.PP_1317	55.6	205	83	3	1	205	1	197	5.1e-63	238.0
WP_005408173.1	iEK1008.Rv0156	50.6	89	42	1	8	94	9	97	4.1e-16	81.3
WP_005409063.1	iAF987.Gmet_1914	32.3	99	67	0	8	106	5	103	2.1e-07	53.1
WP_005410456.1	iCHOv1.100755890	61.7	154	59	0	9	162	57	210	9.6e-25	110.5
WP_005410456.1	iAT_PLT_636.4728	61.7	154	59	0	9	162	57	210	9.6e-25	110.5
WP_005410456.1	iMM1415.225887	61.8	152	58	0	11	162	61	212	2.8e-24	109.0
WP_005410456.1	iLB1027_lipid.PHATRDRAFT_14260	60.0	150	60	0	13	162	14	163	1.2e-22	103.6
WP_005410644.1	iAF987.Gmet_2999	33.9	115	73	1	4	118	10	121	7.6e-14	73.9
WP_005410793.1	STM_v1_0.STM0739	73.5	291	75	1	1	291	1	289	5.4e-119	424.5
WP_005410793.1	iYL1228.KPN_00735	72.9	291	77	1	1	291	1	289	2.1e-118	422.5
WP_005410793.1	iPC815.YPO1116	73.8	286	73	1	1	286	1	284	6.0e-118	421.0
WP_005410793.1	iJN1463.PP_4185	73.7	289	74	1	1	289	1	287	7.8e-118	420.6
WP_005410793.1	iSF_1195.SF0568	71.5	291	81	1	1	291	1	289	5.6e-116	414.5
WP_005410793.1	iML1515.b0729	71.5	291	81	1	1	291	1	289	7.3e-116	414.1
WP_005410793.1	iSbBS512_1146.SbBS512_E0648	71.5	291	81	1	1	291	1	289	7.3e-116	414.1
WP_005410793.1	iSSON_1240.SSON_0680	71.5	291	81	1	1	291	1	289	7.3e-116	414.1
WP_005410793.1	iCN718.ABAYE_RS04455	68.0	291	93	0	1	291	1	291	2.3e-114	409.1
WP_005410793.1	iSDY_1059.SDY_0667	70.8	291	83	1	1	291	1	289	3.1e-114	408.7
WP_005410793.1	iCHOv1.100751457	66.2	290	93	2	3	288	50	338	1.8e-106	382.9
WP_005410793.1	iLB1027_lipid.PHATRDRAFT_42015	68.2	286	88	2	3	286	7	291	2.4e-106	382.5
WP_005410804.1	iAF987.Gmet_1706	35.3	119	74	2	1	118	1	117	3.3e-15	79.3
WP_005410935.1	iPC815.YPO3521	59.3	172	70	0	1	172	1	172	2.8e-57	218.8
WP_005410935.1	iML1515.b4226	58.1	172	72	0	1	172	1	172	3.0e-56	215.3
WP_005410935.1	iSbBS512_1146.SbBS512_E4858	58.1	172	72	0	1	172	1	172	3.0e-56	215.3
WP_005410935.1	iSDY_1059.SDY_4462	58.1	172	72	0	1	172	1	172	3.0e-56	215.3
WP_005410935.1	iSSON_1240.SSON_4408	58.1	172	72	0	1	172	1	172	3.0e-56	215.3
WP_005410935.1	iYL1228.KPN_04621	58.7	172	71	0	1	172	1	172	5.2e-56	214.5
WP_005410935.1	STM_v1_0.STM4414	57.6	172	73	0	1	172	1	172	1.5e-55	213.0
WP_005410935.1	iSF_1195.SF4264	57.6	172	73	0	1	172	1	172	1.5e-55	213.0
WP_005411127.1	iJN1463.PP_5412	53.0	134	63	0	3	136	4	137	2.5e-29	125.6
WP_005411127.1	iML1515.b3731	46.3	136	73	0	3	138	4	139	9.8e-26	113.6
WP_005411127.1	iSDY_1059.SDY_4017	46.3	136	73	0	3	138	4	139	9.8e-26	113.6
WP_005411127.1	iSF_1195.SF3811	46.3	136	73	0	3	138	2	137	9.8e-26	113.6
WP_005411127.1	iSSON_1240.SSON_3888	46.3	136	73	0	3	138	4	139	9.8e-26	113.6
WP_005411133.1	iJN1463.PP_5418	55.1	78	35	0	16	93	8	85	2.3e-16	82.0
WP_005411610.1	iPC815.YPO1600	29.8	84	52	2	1	84	1	77	2.2e-04	42.0
WP_005415509.1	iJN1463.PP_1915	90.8	76	7	0	1	76	1	76	3.7e-30	127.5
WP_005415509.1	iML1515.b1094	86.8	76	10	0	1	76	1	76	2.4e-29	124.8
WP_005415509.1	iYL1228.KPN_01092	86.8	76	10	0	1	76	1	76	2.4e-29	124.8
WP_005415509.1	STM_v1_0.STM1196	86.8	76	10	0	1	76	1	76	2.4e-29	124.8
WP_005415509.1	iSbBS512_1146.SbBS512_E2230	86.8	76	10	0	1	76	1	76	2.4e-29	124.8
WP_005415509.1	iSDY_1059.SDY_2056	86.8	76	10	0	1	76	1	76	2.4e-29	124.8
WP_005415509.1	iSF_1195.SF1098	86.8	76	10	0	1	76	1	76	2.4e-29	124.8
WP_005415509.1	iSSON_1240.SSON_1114	86.8	76	10	0	1	76	1	76	2.4e-29	124.8
WP_005415509.1	iPC815.YPO1600	86.8	76	10	0	1	76	1	76	5.3e-29	123.6
WP_005416236.1	iYO844.BSU32830	52.9	397	178	5	5	400	1	389	6.1e-105	378.3
WP_005416236.1	iYS854.USA300HOU_RS01190	51.5	398	184	6	5	400	1	391	5.4e-101	365.2
WP_005418455.1	iAF987.Gmet_2999	33.3	117	78	0	16	132	10	126	1.9e-15	79.3
WP_005419512.1	iJN1463.PP_5417	57.1	156	67	0	1	156	1	156	1.6e-13	73.2
WP_005419512.1	STM_v1_0.STM3869	34.0	156	103	0	1	156	1	156	1.6e-13	73.2
